,city,century,Income ($)
1074,Port Vila,20,34400
1075,Riyadh,20,9000
1076,Abuja,20,11600
1077,Ankara,19,9300
1078,Khartoum,20,9000
1079,Guatemala City,20,12400
1080,Saipan,20,34700
1081,N'Djamena,20,24100
1082,Bogota,18,5400
1083,Andorra la Vella,20,20900
1084,Warsaw,20,20900
1085,Kingston,20,34400
1086,Plymouth,21,11600
1087,Lisbon,20,6500
1088,Harare,19,12400
1089,Basseterre,21,9300
1090,Canberra,20,22200
1091,Lisbon,20,20900
1092,Lome,19,20900
1093,Andorra la Vella,19,17200
1094,Kampala,20,3100
1095,St. John's,20,17200
1096,Chisinau,20,24100
1097,"Douglas, Isle of Man",20,25800
1098,Vilnius,20,24100
1099,Rome,20,9000
1100,Malabo,20,5400
1101,Colombo,20,6500
1102,Lima,20,20900
1103,Manama,19,11600
1104,Belgrade,19,9300
1105,Saint-Denis,20,22200
1106,Washington,20,5400
1107,Palikir,20,24100
1108,Alofi,19,9300
1109,Fort-de-France,20,12400
1110,Buenos Aires,20,6500
1111,Maseru,18,6500
1112,Saipan,20,9300
1113,Porto-Novo,20,24100
1114,Kinshasa,20,3100
1115,Dili,20,22200
1116,Prague,20,42800
1117,Stockholm,20,12400
1118,Bujumbura,20,9300
1119,Paramaribo,20,5400
1120,Guatemala City,20,9300
1121,Nuku'alofa,21,42800
1122,Niamey,19,9300
1123,Suva,20,22200
1124,San Salvador,20,17200
1125,Torshavn,19,34700
1126,Windhoek,20,3100
1127,Port-aux-Francais,20,9300
1128,Kinshasa,20,9300
1129,Belgrade,20,9000
1130,Nuku'alofa,20,9000
1131,Dodoma,20,9000
1132,Nuuk,20,6500
1133,San Salvador,20,5400
1134,Baku,20,5400
1135,Vientiane,20,49000
1136,Nicosia,19,17200
1137,Nicosia,20,9300
1138,St. John's,19,6500
1139,Pago Pago,19,9300
1140,London,20,22200
1141,Dushanbe,20,9300
1142,Tashkent,20,12400
1143,Flying Fish Cove,19,11600
1144,Panama City,20,25800
1145,Athens,19,25800
1146,Tegucigalpa,18,34400
1147,Pretoria,19,34400
1148,Monaco,20,17200
1149,Madrid,20,9300
1150,St. George's,20,17200
1151,Dhaka,20,11600
1152,Longyearbyen,20,9000
1153,Rome,20,20900
1154,Abuja,20,12400
1155,Pyongyang,20,25800
1156,Hagatna,19,24100
1157,Yamoussoukro,20,11600
1158,Tunis,19,9000
1159,Ottawa,19,42800
1160,Caracas,20,9300
1161,St. George's,20,9000
1162,Hanoi,20,9300
1163,Bamako,19,22200
1164,Belmopan,20,9000
1165,Amman,20,11600
1166,Djibouti,19,3100
1167,Chisinau,20,34400
1168,Taipei,20,17200
1169,Nairobi,18,11600
1170,Chisinau,20,25800
1171,Washington,20,9000
1172,Paramaribo,20,6500
1173,Lusaka,20,22200
1174,Yaren,20,9000
1175,Asmara,20,20900
1176,Ljubljana,19,3100
1177,Tripolis,20,24100
1178,Seoul,20,9300
1179,Seoul,20,3100
1180,Andorra la Vella,20,38600
1181,Addis Ababa,20,6500
1182,Tarawa,20,9300
1183,Paris,19,9300
1184,Brussels,20,6500
1185,Andorra la Vella,20,20900
1186,Dhaka,20,20900
1187,"Douglas, Isle of Man",20,11600
1188,Kabul,19,6500
1189,Berlin,19,9300
1190,Mamoudzou,19,12400
1191,Beirut,19,9300
1192,Hamilton,19,22200
1193,Reykjavik,20,9300
1194,Tallinn,20,9000
1195,Nuuk,19,25800
1196,Kralendijk,20,11600
1197,Khartoum,20,20900
1198,Macao,19,9000
1199,Copenhagen,20,9000
1200,Yaounde,20,11600
1201,Maseru,20,9000
1202,The Valley,20,6500
1203,Maseru,20,11600
1204,London,19,39500
1205,Libreville,20,20900
1206,Oranjestad,20,22200
1207,Mbabane,19,24100
1208,Palikir,20,11600
1209,Ashgabat,20,9300
1210,Yaounde,20,9300
1211,Zagreb,20,24100
1212,Santo Domingo,20,17200
1213,Manama,20,6500
1214,Santo Domingo,20,24100
1215,Jakarta,19,20900
1216,Praia,20,45500
1217,Belgrade,20,17200
1218,Honiara,20,11600
1219,Praia,20,3100
1220,Luxembourg,19,9000
1221,Jamestown,20,6500
1222,Palikir,20,9300
1223,Pago Pago,20,25800
1224,Philipsburg,20,22200
1225,Monrovia,20,24100
1226,Minsk,20,17200
1227,Marigot,20,9300
1228,Port Moresby,20,6500
1229,Adamstown,20,12400
1230,Tarawa,20,9000
1231,El-Aaiun,19,9300
1232,Tehran,20,17200
1233,Caracas,20,17200
1234,Majuro,19,20900
1235,Canberra,20,12400
1236,Kathmandu,20,17200
1237,Nassau,19,5400
1238,Andorra la Vella,19,11600
1239,Bratislava,19,6500
1240,Port Louis,19,9300
1241,Belgrade,20,11600
1242,Kralendijk,20,9300
1243,Palikir,20,9300
1244,Lisbon,19,9300
1245,Bangui,20,9300
1246,Tashkent,20,5400
1247,Dili,20,17200
1248,Jerusalem,20,9300
1249,Amman,20,6500
1250,Sucre,20,24100
1251,Rome,20,6500
1252,Kathmandu,20,11600
1253,Port Louis,20,20900
1254,Kuwait City,19,11600
1255,Philipsburg,20,9300
1256,Bogota,20,22200
1257,Yerevan,20,43100
1258,Gaborone,20,9300
1259,Sarajevo,19,9000
1260,Valletta,20,17200
1261,Marigot,20,9300
1262,Santo Domingo,20,3100
1263,Canberra,20,9000
1264,Hanoi,19,9300
1265,Malabo,19,20900
1266,Luxembourg,20,11600
1267,Amman,20,20900
1268,Majuro,19,9000
1269,Warsaw,20,43100
1270,Conakry,20,11600
1271,Stanley,19,20900
1272,San Salvador,20,9300
1273,Warsaw,20,5400
1274,Baku,19,25800
1275,Mogadishu,19,11600
1276,Ottawa,20,5400
1277,Majuro,20,9000
1278,Dodoma,20,3100
1279,Havana,19,9300
1280,Kuwait City,19,11600
1281,Tehran,20,9000
1282,The Valley,20,34400
1283,Phnom Penh,20,9000
1284,Maseru,20,11600
1285,Luanda,20,9000
1286,Monaco,19,9300
1287,Mariehamn,20,9300
1288,Vilnius,19,17200
1289,Malabo,20,20900
1290,Vilnius,20,11600
1291,East Jerusalem,20,17200
1292,San Juan,20,20900
1293,East Jerusalem,20,3100
1294,Baku,20,11600
1295,West Island,20,11600
1296,Bangkok,20,11600
1297,Tokyo,20,17200
1298,Riyadh,19,9300
1299,Castries,19,17200
1300,Taipei,19,12400
1301,Vientiane,20,5400
1302,Malabo,20,20900
1303,Kiev,20,17200
1304,Saint-Pierre,19,34400
1305,Amman,20,11600
1306,Saint Helier,20,9300
1307, Southern Africa,18,17200
1308,Helsinki,20,11600
1309,Port-aux-Francais,20,11600
1310,Ankara,20,24100
1311,Kingston,19,9300
1312,Yaren,19,6500
1313,Minsk,19,12400
1314,Valletta,20,9300
1315,Nuku'alofa,19,20900
1316,East Jerusalem,19,5400
1317,Santo Domingo,19,17200
1318,Maseru,19,17200
1319,Kuwait City,19,3100
1320,Maputo,20,11600
1321,Cayenne,19,24100
1322,Bangkok,20,17200
1323,Kuwait City,19,17200
1324,Pyongyang,19,12400
1325,Bandar Seri Begawan,20,9000
1326,Nairobi,20,12400
1327,Vaduz,19,38600
1328,Gustavia,19,20900
1329, Africa,21,5400
1330,Riga,19,9300
1331,Basse-Terre,20,20900
1332,Kabul,20,17200
1333,Male,19,9300
1334,Lima,19,5400
1335,Port Vila,20,20900
1336,George Town,19,11600
1337,Adamstown,20,9000
1338,Skopje,19,25800
1339,Palikir,19,22200
1340,Canberra,20,12400
1341,Bamako,19,9300
1342,Abuja,20,9000
1343,Port Moresby,19,9300
1344,Lome,20,9000
1345,Kampala,20,12400
1346,Pretoria,19,9000
1347,Brazzaville,20,9300
1348, Africa,21,20900
1349,Port-aux-Francais,20,34400
1350,Lome,19,24100
1351,West Island,20,5400
1352,Hagatna,20,24100
1353,Singapur,20,20900
1354,Roseau,20,5400
1355,The Valley,20,12400
1356,Conakry,19,17200
1357,Yamoussoukro,20,24100
1358,Tirana,20,11600
1359,Vilnius,20,9000
1360,Juba,20,9000
1361,George Town,19,11600
1362,Buenos Aires,19,6500
1363,Tokyo,20,38600
1364,Kabul,20,6500
1365,Rome,19,25800
1366,Stanley,20,6500
1367,Conakry,20,9300
1368,Guatemala City,20,9300
1369,Baghdad,20,12400
1370,Philipsburg,20,9000
1371,Tegucigalpa,20,6500
1372,San Jose,20,12400
1373,Plymouth,20,12400
1374,Ljubljana,20,5400
1375,Tarawa,18,17200
1376,Phnom Penh,19,6500
1377,Rabat,20,12400
1378,Tokyo,19,9300
1379,Roseau,20,5400
1380,Luanda,20,9000
1381,Amman,20,9300
1382,Vienna,20,5400
1383,Taipei,19,9000
1384,Dhaka,19,20900
1385,Nuku'alofa,20,22200
1386,Nairobi,20,12400
1387,Niamey,20,17200
1388,Asuncion,19,11600
1389,Tegucigalpa,20,25800
1390,Athens,20,3100
1391,Ottawa,20,9000
1392,Kathmandu,20,12400
1393,Tegucigalpa,20,9000
1394,Vaduz,20,9000
1395,Warsaw,20,9300
1396,Philipsburg,20,9300
1397,Hanoi,20,11600
1398,Moscow,19,9000
1399,Victoria,20,17200
1400,Brasilia,20,11600
1401,Tarawa,20,9000
1402,Hamilton,20,9300
1403,Palikir,20,17200
1404,Tarawa,20,5400
1405,Kingstown,20,12400
1406,Saint Helier,20,6500
1407,Basse-Terre,20,34700
1408,Mexico City,20,6500
1409,Asmara,19,20900
1410,San Marino,19,9300
1411,Harare,19,20900
1412,George Town,20,5400
1413,Ashgabat,19,5400
1414,Basse-Terre,20,20900
1415,St. John's,20,9300
1416,Moscow,20,9000
1417,Saipan,20,17200
1418,Zagreb,19,12400
1419,Prague,20,38600
1420,Luxembourg,20,12400
1421,Bissau,19,24100
1422,Beijing,20,9000
1423,Dodoma,20,11600
1424,Noumea,20,9000
1425,Bratislava,20,9300
1426,London,20,11600
1427,San Jose,20,20900
1428,Jerusalem,20,17200
1429,Port of Spain,20,9300
1430,Moroni,20,5400
1431,Alofi,20,9300
1432,Alofi,19,9300
1433,Luxembourg,19,9300
1434,Dhaka,19,20900
1435,Brasilia,20,9300
1436,Oranjestad,20,11600
1437,Saint-Pierre,19,34700
1438,Kiev,20,12400
1439,Basseterre,20,34400
1440,Bangui,20,9300
1441,Torshavn,20,6500
1442,Bangui,20,11600
1443,Berlin,20,25800
1444,Lusaka,20,12400
1445,Philipsburg,19,17200
1446,Astana,19,3100
1447,Noumea,19,5400
1448,Palikir,20,9000
1449,Gibraltar,19,17200
1450,Monrovia,19,9000
1451,Nicosia,20,9300
1452,Dodoma,19,3100
1453,Melekeok,19,6500
1454,Abu Dhabi,20,3100
1455,Montevideo,20,20900
1456,Cockburn Town,20,9000
1457,Bamako,20,39500
1458,Ashgabat,20,11600
1459,Helsinki,19,9000
1460,Brasilia,19,9300
1461,Windhoek,20,34400
1462,Sanaa,19,9000
1463,Abu Dhabi,20,6500
1464,Rabat,20,9300
1465,Valletta,20,12400
1466,Tokyo,19,25800
1467,Abuja,20,9000
1468,Stockholm,19,5400
1469,Valletta,20,12400
1470,Tokyo,19,9300
1471,Jamestown,20,12400
1472,St. John's,19,42800
1473,Mata Utu,20,17200
1474,Seoul,20,3100
1475,Nassau,19,11600
1476,St. John's,20,20900
1477,Prague,20,9300
1478,Port Louis,20,11600
1479,Dhaka,20,42800
1480,Lome,20,9300
1481,Monrovia,20,9300
1482,Ulan Bator,20,12400
1483,Yaren,19,12400
1484,Mexico City,20,34400
1485,Vienna,20,22200
1486,Islamabad,20,17200
1487,Manila,20,5400
1488,Pyongyang,20,12400
1489,Dhaka,20,9300
1490,Valletta,20,9300
1491,Antananarivo,20,9300
1492,Pago Pago,19,11600
1493,Canberra,20,17200
1494,Tehran,19,17200
1495,Zagreb,20,9300
1496,Porto-Novo,20,24100
1497,Vaduz,20,34400
1498,Brussels,20,25800
1499,Beijing,20,11600
1500,San Juan,19,9300
1501,Lome,20,17200
1502,Grytviken,20,6500
1503,Ouagadougou,20,9300
1504,Kabul,20,25800
1505,Doha,20,17200
1506,Montevideo,20,22200
1507,Kinshasa,20,6500
1508,Kathmandu,19,3100
1509,Fort-de-France,19,24100
1510,Nicosia,20,17200
1511,Victoria,20,6500
1512,Tarawa,19,24100
1513,Castries,19,17200
1514,New Delhi,20,6500
1515,Port Moresby,18,22200
1516,San Juan,20,20900
1517,Gaborone,20,9300
1518,Yaounde,20,9300
1519,Dodoma,20,5400
1520,Road Town,20,9300
1521,San Marino,20,6500
1522,Vatican City,20,6500
1523,Rabat,19,5400
1524,Brazzaville,20,9000
1525,Zagreb,20,9300
1526,Reykjavik,19,6500
1527,Cairo,20,5400
1528,Ashgabat,19,17200
1529,El-Aaiun,19,9000
1530,Juba,20,17200
1531,London,20,22200
1532,Damascus,19,9300
1533,Pretoria,20,9000
1534,Majuro,20,11600
1535,London,19,9300
1536,Ouagadougou,19,5400
1537,Tashkent,20,9000
1538,Noumea,20,20900
1539,Phnom Penh,19,17200
1540,Manama,19,39500
1541,Valletta,19,11600
1542,Yerevan,20,22200
1543,St. George's,20,12400
1544,Monaco,19,11600
1545,Grytviken,21,5400
1546,El-Aaiun,20,17200
1547,Hagatna,20,17200
1548,Asmara,20,9300
1549,St. George's,20,20900
1550,Copenhagen,19,9300
1551,Saint-Pierre,20,12400
1552,Bandar Seri Begawan,20,9000
1553,Hagatna,19,9000
1554,Avarua,20,12400
1555,Managua,19,9300
1556,Kingstown,21,6500
1557,Lima,20,12400
1558,Suva,20,38600
1559,Tegucigalpa,19,9000
1560,Longyearbyen,20,9300
1561,Ottawa,20,3100
1562,Dhaka,20,25800
1563,Yaounde,20,22200
1564,Riga,20,9300
1565,Budapest,19,9000
1566,Zagreb,20,12400
1567,Cayenne,19,25800
1568,Reykjavik,20,6500
1569,Funafuti,19,17200
1570,Panama City,20,25800
1571,Castries,20,25800
1572,Kralendijk,20,42800
1573,Ouagadougou,19,12400
1574,Diego Garcia,20,25800
1575,Kampala,20,22200
1576,East Jerusalem,20,6500
1577,Antananarivo,19,12400
1578,Diego Garcia,20,12400
1579,London,20,9300
1580,Tegucigalpa,20,20900
1581,Roseau,20,6500
1582,Kralendijk,20,9300
1583,Sucre,20,3100
1584,Marigot,20,9300
1585,Khartoum,19,25800
1586,Stanley,20,9000
1587,Moscow,20,38600
1588,Cayenne,20,9300
1589,Juba,19,17200
1590,Kathmandu,19,12400
1591,Brussels,20,12400
1592,Helsinki,19,9300
1593,Ljubljana,20,9000
1594,Ottawa,20,25800
1595,Copenhagen,19,9000
1596,Montevideo,20,6500
1597,Djibouti,20,3100
1598,Harare,20,20900
1599,Mogadishu,19,34400
1600, Africa,21,20900
1601,Lilongwe,20,17200
1602,Kingston,20,20900
1603,New Delhi,20,9300
1604,Dushanbe,20,24100
1605,Helsinki,19,9000
1606,Oslo,19,9300
1607,Amman,20,25800
1608,Nuku'alofa,19,11600
1609,Dili,19,17200
1610,Apia,20,12400
1611,Paramaribo,20,11600
1612,Reykjavik,20,17200
1613,Pretoria,19,3100
1614,Mogadishu,20,22200
1615,Jakarta,20,20900
1616,Accra,19,9300
1617,Avarua,19,9300
1618,Khartoum,20,12400
1619,Panama City,20,11600
1620,Grytviken,20,5400
1621,Khartoum,20,5400
1622,Oranjestad,19,11600
1623,Canberra,20,6500
1624,Nay Pyi Taw,20,11600
1625,Pago Pago,20,38600
1626,Flying Fish Cove,19,24100
1627,Suva,19,9300
1628,Amsterdam,20,11600
1629,San Marino,20,20900
1630,Bangui,20,20900
1631,Tbilisi,19,25800
1632,Colombo,19,12400
1633,Accra,20,9000
1634,Georgetown,20,9300
1635,Stockholm,20,9000
1636,Abuja,20,11600
1637,Palikir,19,22200
1638, Africa,21,22200
1639,Torshavn,20,5400
1640,Honiara,19,12400
1641,St Peter Port,20,9300
1642,Nairobi,20,11600
1643,Riyadh,20,11600
1644,Santiago,20,9300
1645,Manama,19,6500
1646,Lome,20,17200
1647,Cayenne,20,5400
1648,Valletta,20,5400
1649,Lome,20,11600
1650,Pristina,20,9300
1651,Basse-Terre,20,22200
1652,Berlin,20,9300
1653,Kuala Lumpur,20,22200
1654,Valletta,20,20900
1655,Reykjavik,20,22200
1656,Willemstad,20,9300
1657,Brasilia,20,9000
1658,Honiara,20,11600
1659,Pristina,19,22200
1660,Brasilia,19,39500
1661,Tirana,19,12400
1662,Jakarta,20,20900
1663,Jakarta,20,17200
1664,Mbabane,20,12400
1665,Niamey,20,9300
1666,Mamoudzou,20,24100
1667,Kralendijk,20,11600
1668,Castries,20,11600
1669,Riga,20,11600
1670,Riyadh,20,6500
1671,Singapur,19,20900
1672,Hamilton,20,9300
1673,Islamabad,20,12400
1674,Brazzaville,20,11600
1675,Brazzaville,20,9000
1676,Singapur,20,11600
1677,Willemstad,20,22200
1678,Addis Ababa,20,24100
1679,East Jerusalem,20,5400
1680,Maseru,20,9300
1681,Mexico City,20,5400
1682,Dili,20,20900
1683,Khartoum,20,9300
1684,Ulan Bator,19,9300
1685,Ouagadougou,19,9000
1686,Asuncion,20,22200
1687,Chisinau,19,9300
1688,Kralendijk,20,12400
1689,Lusaka,20,9300
1690,Tokyo,20,12400
1691,Thimphu,20,5400
1692,Kigali,19,24100
1693,Gaborone,20,22200
1694,Kralendijk,19,9000
1695,Maseru,19,11600
1696,Roseau,19,9300
1697,Havana,20,24100
1698,Castries,20,39500
1699,The Valley,19,25800
1700,Port-au-Prince,19,38600
1701,Kathmandu,20,9300
1702,Amman,19,34400
1703,Madrid,20,11600
1704,New Delhi,20,25800
1705,Thimphu,20,25800
1706,Yerevan,20,6500
1707,Dodoma,19,11600
1708,"Douglas, Isle of Man",20,12400
1709,Kuwait City,20,11600
1710,Vienna,20,6500
1711,Philipsburg,20,5400
1712,Abuja,20,6500
1713,Andorra la Vella,19,9000
1714,Saint-Pierre,20,17200
1715,Damascus,20,5400
1716,Kinshasa,20,22200
1717,Tarawa,19,9000
1718,Noumea,19,12400
1719,Dakar,19,34400
1720,Dushanbe,19,11600
1721,Chisinau,20,9300
1722,Riyadh,20,9300
1723,Dakar,20,9300
1724,Singapur,20,6500
1725,Valletta,20,5400
1726,Wellington,20,9300
1727,Cayenne,19,9000
1728,Belgrade,19,6500
1729,Washington,20,9000
1730,Apia,20,11600
1731,Addis Ababa,19,45500
1732,Hagatna,20,9300
1733,Montevideo,20,34400
1734,Cayenne,20,12400
1735,Pristina,19,11600
1736,Bishkek,20,38600
1737,Tokyo,19,22200
1738,Avarua,20,11600
1739,Nuuk,19,9300
1740,Kathmandu,20,17200
1741,Bandar Seri Begawan,20,12400
1742,Bern,20,11600
1743,Lusaka,20,9000
1744,Conakry,19,20900
1745,Port Moresby,20,24100
1746,Bridgetown,20,6500
1747,Rabat,19,9300
1748,East Jerusalem,20,5400
1749,Vientiane,20,20900
1750,Dodoma,20,9300
1751,Athens,19,9000
1752,Freetown,20,22200
1753,Funafuti,20,6500
1754,Moroni,20,3100
1755,Khartoum,20,20900
1756,Ouagadougou,19,17200
1757,Tegucigalpa,20,3100
1758,Freetown,20,11600
1759,Adamstown,20,5400
1760,Kiev,20,9000
1761,Bern,20,24100
1762,Dakar,18,5400
1763,Honiara,20,12400
1764,Islamabad,20,12400
1765,Paris,20,12400
1766,Vaduz,20,9300
1767,Belgrade,20,9300
1768,Dublin,20,11600
1769,Kampala,20,3100
1770,St. George's,20,5400
1771,Athens,20,25800
1772,Antananarivo,19,22200
1773,San Juan,20,9300
1774,Tehran,20,9000
1775,Male,20,12400
1776,Bissau,20,9300
1777,Singapur,18,5400
1778,Belgrade,20,5400
1779,Dili,19,25800
1780,Kingstown,20,20900
1781,Sanaa,20,9300
1782,Lome,20,11600
1783,Dhaka,20,9300
1784,Saint-Pierre,20,12400
1785,Doha,20,9300
1786,Riyadh,19,12400
1787,Pago Pago,20,9000
1788,Bangkok,19,12400
1789,Dili,20,9300
1790,Mata Utu,19,20900
1791,Kingston,20,22200
1792,Vienna,20,20900
1793,Brussels,19,5400
1794,Dhaka,20,9300
1795,Palikir,19,12400
1796,Alofi,20,9300
1797,Dakar,20,9300
1798,St Peter Port,20,22200
1799,Chisinau,19,9300
1800,Oslo,20,9300
1801,Bern,19,6500
1802,Kinshasa,20,9300
1803,Mariehamn,19,9300
1804,Harare,20,9300
1805,Lusaka,20,9000
1806,Hong Kong,20,3100
1807,Palikir,20,9300
1808,Pristina,20,11600
1809,Victoria,19,9300
1810,Monrovia,20,24100
1811,Lisbon,19,3100
1812,Port Louis,20,17200
1813,Dodoma,20,6500
1814,Port Moresby,21,24100
1815,Doha,19,9300
1816,Islamabad,19,20900
1817,Mbabane,20,5400
1818,Grytviken,20,17200
1819,Quito,19,9000
1820,Rome,20,9300
1821,Pristina,20,9300
1822,Plymouth,19,22200
1823,Brazzaville,20,9000
1824,El-Aaiun,20,9000
1825,Vientiane,19,9300
1826,Tarawa,19,17200
1827,Diego Garcia,20,12400
1828,Banjul,20,9300
1829,Bangkok,19,9300
1830,Kabul,19,3100
1831,The Valley,19,6500
1832,Vilnius,20,25800
1833,Dodoma,20,22200
1834,Nuku'alofa,20,9300
1835,Plymouth,20,17200
1836,Beirut,20,24100
1837,Kinshasa,20,6500
1838,Belgrade,20,20900
1839,San Juan,19,9300
1840,Bratislava,19,9300
1841,Nassau,20,11600
1842,Philipsburg,20,12400
1843,Stockholm,20,6500
1844,Dhaka,20,22200
1845,Monrovia,19,9300
1846,St. George's,20,11600
1847,Vatican City,19,20900
1848,Panama City,20,5400
1849,Pyongyang,20,5400
1850,Bamako,19,9300
1851,Ulan Bator,20,9000
1852,Kingstown,20,9000
1853,Tripolis,20,20900
1854,Montevideo,20,9000
1855,Skopje,20,24100
1856,Niamey,20,22200
1857,Yamoussoukro,20,20900
1858,Buenos Aires,20,12400
1859,Abuja,19,12400
1860,Tegucigalpa,20,22200
1861,Banjul,20,17200
1862,Moscow,19,22200
1863,Berlin,19,45500
1864,Warsaw,19,11600
1865,West Island,19,11600
1866,Dakar,20,9300
1867,Jerusalem,20,11600
1868,East Jerusalem,20,5400
1869,Bridgetown,20,9300
1870,Moscow,20,34700
1871,Charlotte Amalie,20,24100
1872,Hong Kong,20,9000
1873,Nuuk,20,22200
1874,Nassau,20,11600
1875,Asmara,20,9300
1876,Amman,19,9000
1877,Tashkent,20,17200
1878,Sofia,20,9300
1879,Palikir,19,9000
1880,Nassau,19,11600
1881,Gibraltar,20,24100
1882,El-Aaiun,20,6500
1883,Damascus,19,5400
1884,Freetown,20,12400
1885,Nay Pyi Taw,20,9300
1886,Dakar,20,9000
1887,Santiago,19,9300
1888,St. George's,20,9300
1889,Hamilton,20,39500
1890, Asia,21,22200
1891,Grytviken,20,9300
1892,Monaco,20,9300
1893,Pyongyang,20,9000
1894,Phnom Penh,19,22200
1895,Pyongyang,19,9300
1896,Apia,20,9000
1897,Tehran,20,25800
1898,Funafuti,20,20900
1899,Tirana,20,9300
1900,Alofi,20,12400
1901,Bamako,20,17200
1902,Monrovia,20,11600
1903,Islamabad,20,24100
1904,Kabul,19,22200
1905,Victoria,20,11600
1906,Noumea,20,9000
1907,St. George's,19,17200
1908,Monaco,20,24100
1909,Nicosia,20,25800
1910,Stanley,20,22200
1911,Bangkok,20,11600
1912,Pago Pago,20,25800
1913,Majuro,20,20900
1914,Sofia,20,9000
1915,Kingstown,18,6500
1916,Khartoum,19,12400
1917,Maseru,20,6500
1918,Tallinn,20,9000
1919,Saint-Denis,20,9300
1920,Kingstown,20,3100
1921,Port Moresby,19,9300
1922,Bogota,20,11600
1923,Basse-Terre,19,6500
1924,Lima,20,5400
1925,Rabat,20,20900
1926,Roseau,20,5400
1927,Grytviken,20,9300
1928,Kuwait City,20,9300
1929,Jerusalem,20,12400
1930,Nassau,20,25800
1931,Flying Fish Cove,20,6500
1932,Rabat,20,9300
1933,Bandar Seri Begawan,19,9300
1934,Sucre,20,6500
1935,Phnom Penh,20,20900
1936,Bridgetown,20,6500
1937,Montevideo,20,42800
1938,Rome,19,38600
1939,Kiev,20,12400
1940,Flying Fish Cove,20,24100
1941,Palikir,19,9000
1942,Nairobi,20,9000
1943,Djibouti,19,11600
1944,Niamey,20,9000
1945,Kigali,20,11600
1946,Palikir,19,9000
1947,Athens,19,39500
1948,Ottawa,20,5400
1949,Willemstad,19,6500
1950,Ottawa,20,11600
1951,Asmara,20,9300
1952,Malabo,20,22200
1953,Vienna,20,25800
1954,Sao Tome,20,20900
1955,West Island,20,11600
1956,Maseru,20,12400
1957,Andorra la Vella,20,9300
1958,Tokyo,20,12400
1959,Funafuti,19,20900
1960,Ottawa,20,12400
1961,Fort-de-France,20,11600
1962,Bamako,20,6500
1963,Hamilton,19,24100
1964,Rome,20,9300
1965,Guatemala City,20,17200
1966,Vaduz,20,34700
1967,San Juan,20,9300
1968,Rabat,20,9300
1969,George Town,20,17200
1970,Belmopan,20,9300
1971,Bandar Seri Begawan,20,12400
1972,Plymouth,19,11600
1973,Prague,19,12400
1974,Canberra,20,6500
1975,Bissau,20,9300
1976,Bucharest,20,9000
1977,Stanley,20,22200
1978,Dili,20,34400
1979,Nay Pyi Taw,19,22200
1980,Phnom Penh,20,6500
1981,Fort-de-France,19,43100
1982,Panama City,20,17200
1983,Lisbon,20,25800
1984,Jakarta,20,22200
1985,Palikir,20,9300
1986,Oranjestad,20,11600
1987,Tarawa,20,9000
1988,Malabo,20,9300
1989,Wellington,20,9000
1990,The Valley,20,9000
1991,Porto-Novo,20,20900
1992,Taipei,19,9000
1993,Cairo,20,6500
1994,Porto-Novo,20,20900
1995,Baghdad,20,5400
1996,Mamoudzou,20,17200
1997,Andorra la Vella,20,17200
1998,Niamey,19,9300
1999,Paramaribo,19,17200
2000,Harare,20,34400
2001,Yerevan,20,20900
2002,Kabul,20,11600
2003,Praia,20,11600
2004,Rabat,20,6500
2005,Monaco,20,38600
2006,Georgetown,20,6500
2007,Kabul,19,6500
2008,Port Louis,20,22200
2009,Bamako,20,11600
2010,Nuuk,20,22200
2011,Moscow,19,25800
2012,New Delhi,20,20900
2013,Beirut,19,5400
2014,Riga,20,6500
2015,Stanley,19,25800
2016,Maseru,19,12400
2017,The Valley,20,24100
2018,Port of Spain,19,25800
2019,Marigot,20,17200
2020,Prague,19,22200
2021,Riga,20,6500
2022,Dushanbe,20,17200
2023,Kingstown,18,9300
2024,Brussels,20,6500
2025,Havana,20,3100
2026,N'Djamena,19,9000
2027,San Marino,20,12400
2028,Macao,19,9000
2029, Polynesia,18,5400
2030,Skopje,20,6500
2031,Nassau,20,12400
2032,Tunis,19,11600
2033,Nay Pyi Taw,20,12400
2034,Diego Garcia,20,12400
2035,George Town,20,20900
2036,Vientiane,19,6500
2037,Bishkek,20,5400
2038,Brasilia,20,6500
2039,Roseau,20,22200
2040,Kingstown,20,34700
2041,Kigali,19,43100
2042,Harare,20,11600
2043,Suva,20,20900
