,city,year,Income ($)
1029, San Marino,20,11600
1030, Virgin Islands (British),20,38600
1031,Yamoussoukro,1930,25800
1032,Kiev,1930,17200
1033, Kazakhstan,20,17200
1034, Australia,19,11600
1035, Nigeria,19,11600
1036, Trinidad And Tobago,19,25800
1037, Belize,20,9000
1038, French Guiana,20,3100
1039,Oslo,1930,24100
1040, Togo,20,17200
1041,Bern,1910,17200
1042, Panama,20,22200
1043,Port-au-Prince,1940,12400
1044,Juba,1940,9300
1045, Colombia,19,9000
1046, Romania,20,17200
1047,Zagreb,1920,11600
1048, Cameroon,19,9300
1049, Reunion,19,34400
1050, Montenegro,20,9300
1051, Armenia,20,39500
1052, Bolivia,19,22200
1053, Guinea,20,9300
1054, Tuvalu,19,5400
1055, Portugal,19,6500
1056, Azerbaijan,20,9300
1057,Antananarivo,1910,9000
1058, Andorra,19,17200
1059,Macao,1930,9000
1060, Bhutan,20,24100
1061,Luanda,1930,17200
1062, Saudi Arabia,20,24100
1063, Niue,20,11600
1064, Afghanistan,20,24100
1065, Sierra Leone,20,12400
1066, Bahamas The,20,11600
1067,Majuro,1930,17200
1068, United Kingdom,20,38600
1069, Guyana,20,9300
1070,Dhaka,1930,20900
1071, Belgium,19,34700
1072, Venezuela,20,22200
1073, Papua new Guinea,19,9000
1074, Vanuatu,20,34400
1075, Saudi Arabia,20,9000
1076, Nigeria,20,11600
1077, Turkey,19,9300
1078, Sudan,20,9000
1079,Guatemala City,1940,12400
1080,Saipan,1940,34700
1081, Chad,20,24100
1082, South America,18,5400
1083,Andorra la Vella,1950,20900
1084, Poland,20,20900
1085, Norfolk Island,20,34400
1086, Caribbean,21,11600
1087, Portugal,20,6500
1088, Zimbabwe,19,12400
1089, Caribbean,21,9300
1090, Australia,20,22200
1091, Portugal,20,20900
1092, Togo,19,20900
1093, Andorra,19,17200
1094, Uganda,20,3100
1095, Antigua And Barbuda,20,17200
1096, Moldova,20,24100
1097, Man (Isle of),20,25800
1098,Vilnius,1910,24100
1099, Italy,20,9000
1100, Equatorial Guinea,20,5400
1101,Colombo,1930,6500
1102,Lima,1900,20900
1103, Bahrain,19,11600
1104,Belgrade,1890,9300
1105,Saint-Denis,1920,22200
1106, United States,20,5400
1107,Palikir,1930,24100
1108, Niue,19,9300
1109,Fort-de-France,1930,12400
1110, Argentina,20,6500
1111, Africa,18,6500
1112, Northern Mariana Islands,20,9300
1113,Porto-Novo,1920,24100
1114, Congo The Democratic Republic Of The,20,3100
1115, East Timor,20,22200
1116,Prague,1940,42800
1117,Stockholm,1920,12400
1118,Bujumbura,1940,9300
1119, Suriname,20,5400
1120, Guatemala,20,9300
1121, Oceania,21,42800
1122, Niger,19,9300
1123,Suva,1930,22200
1124, El Salvador,20,17200
1125, Faroe Islands,19,34700
1126, Namibia,20,3100
1127,Port-aux-Francais,1930,9300
1128, Congo The Democratic Republic Of The,20,9300
1129,Belgrade,1920,9000
1130,Nuku'alofa,1920,9000
1131,Dodoma,1930,9000
1132, Greenland,20,6500
1133, El Salvador,20,5400
1134, Azerbaijan,20,5400
1135,Vientiane,1900,49000
1136, Cyprus,19,17200
1137, Cyprus,20,9300
1138, Antigua And Barbuda,19,6500
1139, American Samoa,19,9300
1140, United Kingdom,20,22200
1141, Tajikistan,20,9300
1142, Uzbekistan,20,12400
1143, Christmas Island,19,11600
1144, Panama,20,25800
1145, Greece,19,25800
1146, Central America,18,34400
1147, South Africa,19,34400
1148, Monaco,20,17200
1149, Spain,20,9300
1150, Grenada,20,17200
1151,Dhaka,1920,11600
1152, Svalbard And Jan Mayen Islands,20,9000
1153,Rome,1920,20900
1154,Abuja,1920,12400
1155, Korea North,20,25800
1156, Guam,19,24100
1157, Cote D'Ivoire (Ivory Coast),20,11600
1158, Tunisia,19,9000
1159, Canada,19,42800
1160, Venezuela,20,9300
1161, Grenada,20,9000
1162,Hanoi,1920,9300
1163, Mali,19,22200
1164, Belize,20,9000
1165, Jordan,20,11600
1166, Djibouti,19,3100
1167, Moldova,20,34400
1168, Taiwan,20,17200
1169, Eastern Africa,18,11600
1170,Chisinau,1930,25800
1171, United States,20,9000
1172, Suriname,20,6500
1173, Zambia,20,22200
1174, Nauru,20,9000
1175, Eritrea,20,20900
1176, Slovenia,19,3100
1177,Tripolis,1930,24100
1178, Korea South,20,9300
1179, Korea South,20,3100
1180, Andorra,20,38600
1181, Ethiopia,20,6500
1182, Kiribati,20,9300
1183, France,19,9300
1184, Belgium,20,6500
1185, Andorra,20,20900
1186,Dhaka,1940,20900
1187, Man (Isle of),20,11600
1188, Afghanistan,19,6500
1189, Germany,19,9300
1190, Mayotte,19,12400
1191, Lebanon,19,9300
1192, Bermuda,19,22200
1193, Iceland,20,9300
1194, Estonia,20,9000
1195, Greenland,19,25800
1196,Kralendijk,1930,11600
1197,Khartoum,1940,20900
1198, Macau S.A.R.,19,9000
1199, Denmark,20,9000
1200, Cameroon,20,11600
1201, Lesotho,20,9000
1202, Anguilla,20,6500
1203,Maseru,1940,11600
1204, United Kingdom,19,39500
1205, Gabon,20,20900
1206, Aruba,20,22200
1207, Swaziland,19,24100
1208,Palikir,1930,11600
1209, Turkmenistan,20,9300
1210,Yaounde,1930,9300
1211, Croatia (Hrvatska),20,24100
1212,Santo Domingo,1920,17200
1213, Bahrain,20,6500
1214, Dominican Republic,20,24100
1215, Indonesia,19,20900
1216, Cape Verde,20,45500
1217,Belgrade,1930,17200
1218, Solomon Islands,20,11600
1219,Praia,1930,3100
1220, Luxembourg,19,9000
1221,Jamestown,1930,6500
1222,Palikir,1940,9300
1223,Pago Pago,1930,25800
1224,Philipsburg,1940,22200
1225, Liberia,20,24100
1226,Minsk,1920,17200
1227,Marigot,1950,9300
1228,Port Moresby,1920,6500
1229, Pitcairn Island,20,12400
1230,Tarawa,1930,9000
1231, Western Sahara,19,9300
1232,Tehran,1940,17200
1233, Venezuela,20,17200
1234, Marshall Islands,19,20900
1235, Australia,20,12400
1236,Kathmandu,1940,17200
1237, Bahamas The,19,5400
1238, Andorra,19,11600
1239, Slovakia,19,6500
1240, Mauritius,19,9300
1241,Belgrade,1930,11600
1242," Bonaire, Sint Eustatius and Saba",20,9300
1243, Micronesia,20,9300
1244, Portugal,19,9300
1245, Central African Republic,20,9300
1246, Uzbekistan,20,5400
1247, East Timor,20,17200
1248, Israel,20,9300
1249, Jordan,20,6500
1250, Bolivia,20,24100
1251, Italy,20,6500
1252,Kathmandu,1930,11600
1253, Mauritius,20,20900
1254, Kuwait,19,11600
1255,Philipsburg,1940,9300
1256, Colombia,20,22200
1257,Yerevan,1930,43100
1258, Botswana,20,9300
1259, Bosnia and Herzegovina,19,9000
1260, Malta,20,17200
1261,Marigot,1960,9300
1262,Santo Domingo,1920,3100
1263, Australia,20,9000
1264, Vietnam,19,9300
1265, Equatorial Guinea,19,20900
1266, Luxembourg,20,11600
1267, Jordan,20,20900
1268, Marshall Islands,19,9000
1269,Warsaw,1920,43100
1270, Guinea,20,11600
1271, Falkland Islands,19,20900
1272, El Salvador,20,9300
1273,Warsaw,1930,5400
1274, Azerbaijan,19,25800
1275, Somalia,19,11600
1276, Canada,20,5400
1277,Majuro,1930,9000
1278,Dodoma,1960,3100
1279, Cuba,19,9300
1280, Kuwait,19,11600
1281, Iran,20,9000
1282, Anguilla,20,34400
1283, Cambodia,20,9000
1284, Lesotho,20,11600
1285,Luanda,1940,9000
1286, Monaco,19,9300
1287, Aland Islands,20,9300
1288, Lithuania,19,17200
1289, Equatorial Guinea,20,20900
1290, Lithuania,20,11600
1291, Palestinian Territory Occupied,20,17200
1292, Puerto Rico,20,20900
1293, Palestinian Territory Occupied,20,3100
1294, Azerbaijan,20,11600
1295, Cocos (Keeling) Islands,20,11600
1296,Bangkok,1930,11600
1297,Tokyo,1940,17200
1298, Saudi Arabia,19,9300
1299, Saint Lucia,19,17200
1300,Taipei,1890,12400
1301,Vientiane,1900,5400
1302,Malabo,1920,20900
1303,Kiev,1930,17200
1304, Saint Pierre and Miquelon,19,34400
1305, Jordan,20,11600
1306,Saint Helier,1950,9300
1307, Africa,18,17200
1308, Finland,20,11600
1309, French Southern Territories,20,11600
1310,Ankara,1920,24100
1311, Norfolk Island,19,9300
1312, Nauru,19,6500
1313, Belarus,19,12400
1314, Malta,20,9300
1315, Tonga,19,20900
1316, Palestinian Territory Occupied,19,5400
1317, Dominican Republic,19,17200
1318, Lesotho,19,17200
1319, Kuwait,19,3100
1320,Maputo,1930,11600
1321, French Guiana,19,24100
1322,Bangkok,1930,17200
1323, Kuwait,19,17200
1324,Pyongyang,1890,12400
1325,Bandar Seri Begawan,1970,9000
1326, Kenya,20,12400
1327, Liechtenstein,19,38600
1328, Saint-Barthelemy,19,20900
1329, Africa,21,5400
1330, Latvia,19,9300
1331,Basse-Terre,1920,20900
1332, Afghanistan,20,17200
1333, Maldives,19,9300
1334, Peru,19,5400
1335, Vanuatu,20,20900
1336, Cayman Islands,19,11600
1337, Pitcairn Island,20,9000
1338, Macedonia,19,25800
1339, Micronesia,19,22200
1340, Australia,20,12400
1341,Bamako,1880,9300
1342, Nigeria,20,9000
1343, Papua new Guinea,19,9300
1344,Lome,1940,9000
1345, Uganda,20,12400
1346, South Africa,19,9000
1347, Congo,20,9300
1348, Western Africa,21,20900
1349, French Southern Territories,20,34400
1350, Togo,19,24100
1351, Cocos (Keeling) Islands,20,5400
1352,Hagatna,1940,24100
1353,Singapur,1960,20900
1354, Dominica,20,5400
1355, Anguilla,20,12400
1356, Guinea,19,17200
1357,Yamoussoukro,1930,24100
1358,Tirana,1940,11600
1359, Lithuania,20,9000
1360,Juba,1940,9000
1361, Cayman Islands,19,11600
1362, Argentina,19,6500
1363,Tokyo,1950,38600
1364, Afghanistan,20,6500
1365, Italy,19,25800
1366, Falkland Islands,20,6500
1367,Conakry,1940,9300
1368, Guatemala,20,9300
1369, Iraq,20,12400
1370,Philipsburg,1940,9000
1371, Honduras,20,6500
1372,San Jose,1930,12400
1373, Montserrat,20,12400
1374, Slovenia,20,5400
1375, Micronesia,18,17200
1376, Cambodia,19,6500
1377,Rabat,1940,12400
1378,Tokyo,1890,9300
1379, Dominica,20,5400
1380,Luanda,1930,9000
1381,Amman,1940,9300
1382,Vienna,1940,5400
1383,Taipei,1890,9000
1384, Bangladesh,19,20900
1385,Nuku'alofa,1920,22200
1386, Kenya,20,12400
1387, Niger,20,17200
1388, Paraguay,19,11600
1389,Tegucigalpa,1920,25800
1390,Athens,1920,3100
1391, Canada,20,9000
1392, Nepal,20,12400
1393, Honduras,20,9000
1394, Liechtenstein,20,9000
1395, Poland,20,9300
1396, Sint Maarten (Dutch part),20,9300
1397, Vietnam,20,11600
1398, Russia,19,9000
1399, Seychelles,20,17200
1400,Brasilia,1920,11600
1401, Kiribati,20,9000
1402,Hamilton,1920,9300
1403,Palikir,1930,17200
1404,Tarawa,1930,5400
1405, Saint Vincent And The Grenadines,20,12400
1406, Jersey,20,6500
1407,Basse-Terre,1920,34700
1408, Mexico,20,6500
1409, Eritrea,19,20900
1410, San Marino,19,9300
1411, Zimbabwe,19,20900
1412, Cayman Islands,20,5400
1413, Turkmenistan,19,5400
1414, Guadeloupe,20,20900
1415, Antigua And Barbuda,20,9300
1416, Russia,20,9000
1417, Northern Mariana Islands,20,17200
1418, Croatia (Hrvatska),19,12400
1419,Prague,1940,38600
1420, Luxembourg,20,12400
1421, Guinea-Bissau,19,24100
1422, China,20,9000
1423,Dodoma,1940,11600
1424, New Caledonia,20,9000
1425,Bratislava,1930,9300
1426,London,1900,11600
1427, Costa Rica,20,20900
1428, Israel,20,17200
1429,Port of Spain,1920,9300
1430, Comoros,20,5400
1431, Niue,20,9300
1432, Niue,19,9300
1433, Luxembourg,19,9300
1434, Bangladesh,19,20900
1435, Brazil,20,9300
1436, Aruba,20,11600
1437, Saint Pierre and Miquelon,19,34700
1438,Kiev,1930,12400
1439, Saint Kitts And Nevis,20,34400
1440, Central African Republic,20,9300
1441,Torshavn,1920,6500
1442, Central African Republic,20,11600
1443, Germany,20,25800
1444, Zambia,20,12400
1445, Sint Maarten (Dutch part),19,17200
1446, Kazakhstan,19,3100
1447, New Caledonia,19,5400
1448, Micronesia,20,9000
1449, Gibraltar,19,17200
1450, Liberia,19,9000
1451, Cyprus,20,9300
1452, Tanzania,19,3100
1453, Palau,19,6500
1454, United Arab Emirates,20,3100
1455,Montevideo,1950,20900
1456, Turks And Caicos Islands,20,9000
1457, Mali,20,39500
1458, Turkmenistan,20,11600
1459, Finland,19,9000
1460, Brazil,19,9300
1461, Namibia,20,34400
1462, Yemen,19,9000
1463, United Arab Emirates,20,6500
1464,Rabat,1940,9300
1465,Valletta,1930,12400
1466, Japan,19,25800
1467, Nigeria,20,9000
1468, Europe,19,5400
1469, Malta,20,12400
1470,Tokyo,1890,9300
1471,Jamestown,1930,12400
1472, Antigua And Barbuda,19,42800
1473, Wallis And Futuna Islands,20,17200
1474, Korea South,20,3100
1475, Bahamas The,19,11600
1476, Antigua And Barbuda,20,20900
1477, Czech Republic,20,9300
1478, Mauritius,20,11600
1479,Dhaka,1920,42800
1480, Togo,20,9300
1481, Liberia,20,9300
1482, Mongolia,20,12400
1483, Nauru,19,12400
1484, Mexico,20,34400
1485,Vienna,1950,22200
1486, Pakistan,20,17200
1487, Philippines,20,5400
1488, Korea North,20,12400
1489,Dhaka,1940,9300
1490, Malta,20,9300
1491,Antananarivo,1910,9300
1492, American Samoa,19,11600
1493,Canberra,1930,17200
1494, Iran,19,17200
1495, Croatia (Hrvatska),20,9300
1496,Porto-Novo,1930,24100
1497,Vaduz,1930,34400
1498, Belgium,20,25800
1499, China,20,11600
1500, Puerto Rico,19,9300
1501, Togo,20,17200
1502, South Georgia,20,6500
1503, Burkina Faso,20,9300
1504, Afghanistan,20,25800
1505,Doha,1920,17200
1506, Uruguay,20,22200
1507,Kinshasa,1940,6500
1508, Nepal,19,3100
1509, Martinique,19,24100
1510,Nicosia,1930,17200
1511, Seychelles,20,6500
1512, Kiribati,19,24100
1513, Saint Lucia,19,17200
1514,New Delhi,1940,6500
1515, Oceania,18,22200
1516,San Juan,1950,20900
1517, Botswana,20,9300
1518,Yaounde,1940,9300
1519, Tanzania,20,5400
1520, Virgin Islands (British),20,9300
1521, San Marino,20,6500
1522, Vatican City State (Holy See),20,6500
1523, Morocco,19,5400
1524, Congo,20,9000
1525,Zagreb,1920,9300
1526, Iceland,19,6500
1527,Cairo,1940,5400
1528, Turkmenistan,19,17200
1529, Western Sahara,19,9000
1530, South Sudan,20,17200
1531, United Kingdom,20,22200
1532, Syria,19,9300
1533, South Africa,20,9000
1534,Majuro,1930,11600
1535, United Kingdom,19,9300
1536, Burkina Faso,19,5400
1537, Uzbekistan,20,9000
1538, New Caledonia,20,20900
1539, Cambodia,19,17200
1540, Bahrain,19,39500
1541, Malta,19,11600
1542, Armenia,20,22200
1543, Grenada,20,12400
1544, Monaco,19,11600
1545, South America,21,5400
1546, Western Sahara,20,17200
1547, Guam,20,17200
1548, Eritrea,20,9300
1549, Grenada,20,20900
1550, Denmark,19,9300
1551, Saint Pierre and Miquelon,20,12400
1552,Bandar Seri Begawan,1930,9000
1553, Guam,19,9000
1554, Cook Islands,20,12400
1555, Nicaragua,19,9300
1556, Caribbean,21,6500
1557, Peru,20,12400
1558,Suva,1930,38600
1559, Honduras,19,9000
1560, Svalbard And Jan Mayen Islands,20,9300
1561, Canada,20,3100
1562,Dhaka,1930,25800
1563, Cameroon,20,22200
1564,Riga,1930,9300
1565, Hungary,19,9000
1566,Zagreb,1940,12400
1567, French Guiana,19,25800
1568,Reykjavik,1940,6500
1569, Tuvalu,19,17200
1570, Panama,20,25800
1571, Saint Lucia,20,25800
1572," Bonaire, Sint Eustatius and Saba",20,42800
1573, Burkina Faso,19,12400
1574,Diego Garcia,1900,25800
1575, Uganda,20,22200
1576, Palestinian Territory Occupied,20,6500
1577, Madagascar,19,12400
1578,Diego Garcia,1930,12400
1579,London,1900,9300
1580,Tegucigalpa,1930,20900
1581, Dominica,20,6500
1582," Bonaire, Sint Eustatius and Saba",20,9300
1583, Bolivia,20,3100
1584,Marigot,1950,9300
1585, Sudan,19,25800
1586, Falkland Islands,20,9000
1587,Moscow,1940,38600
1588, French Guiana,20,9300
1589, South Sudan,19,17200
1590, Nepal,19,12400
1591,Brussels,1920,12400
1592, Finland,19,9300
1593,Ljubljana,1940,9000
1594, Canada,20,25800
1595, Denmark,19,9000
1596, Uruguay,20,6500
1597, Djibouti,20,3100
1598, Zimbabwe,20,20900
1599, Somalia,19,34400
1600, Western Africa,21,20900
1601, Malawi,20,17200
1602,Kingston,1940,20900
1603, India,20,9300
1604, Tajikistan,20,24100
1605, Finland,19,9000
1606, Norway,19,9300
1607, Jordan,20,25800
1608, Tonga,19,11600
1609, East Timor,19,17200
1610,Apia,1930,12400
1611, Suriname,20,11600
1612, Iceland,20,17200
1613, South Africa,19,3100
1614,Mogadishu,1940,22200
1615, Indonesia,20,20900
1616, Ghana,19,9300
1617, Cook Islands,19,9300
1618, Sudan,20,12400
1619, Panama,20,11600
1620, South Georgia,20,5400
1621, Sudan,20,5400
1622, Aruba,19,11600
1623, Australia,20,6500
1624, Myanmar,20,11600
1625, American Samoa,20,38600
1626, Christmas Island,19,24100
1627, Fiji Islands,19,9300
1628, Netherlands The,20,11600
1629, San Marino,20,20900
1630,Bangui,1930,20900
1631, Georgia,19,25800
1632, Sri Lanka,19,12400
1633, Ghana,20,9000
1634, Guyana,20,9300
1635,Stockholm,1920,9000
1636, Nigeria,20,11600
1637, Micronesia,19,22200
1638, Africa,21,22200
1639, Faroe Islands,20,5400
1640, Solomon Islands,19,12400
1641, Guernsey and Alderney,20,9300
1642, Kenya,20,11600
1643, Saudi Arabia,20,11600
1644, Chile,20,9300
1645, Bahrain,19,6500
1646, Togo,20,17200
1647, French Guiana,20,5400
1648, Malta,20,5400
1649, Togo,20,11600
1650,Pristina,1930,9300
1651, Guadeloupe,20,22200
1652,Berlin,1940,9300
1653, Malaysia,20,22200
1654, Malta,20,20900
1655, Iceland,20,22200
1656, Curaçao,20,9300
1657,Brasilia,1940,9000
1658,Honiara,1950,11600
1659, Kosovo,19,22200
1660, Brazil,19,39500
1661, Albania,19,12400
1662, Indonesia,20,20900
1663, Indonesia,20,17200
1664, Swaziland,20,12400
1665, Niger,20,9300
1666, Mayotte,20,24100
1667," Bonaire, Sint Eustatius and Saba",20,11600
1668, Saint Lucia,20,11600
1669, Latvia,20,11600
1670, Saudi Arabia,20,6500
1671, Singapore,19,20900
1672,Hamilton,1930,9300
1673,Islamabad,1940,12400
1674, Congo,20,11600
1675,Brazzaville,1920,9000
1676, Singapore,20,11600
1677, Curaçao,20,22200
1678,Addis Ababa,1950,24100
1679,East Jerusalem,1930,5400
1680,Maseru,1940,9300
1681, Mexico,20,5400
1682,Dili,1940,20900
1683, Sudan,20,9300
1684, Mongolia,19,9300
1685, Burkina Faso,19,9000
1686, Paraguay,20,22200
1687, Moldova,19,9300
1688,Kralendijk,1940,12400
1689, Zambia,20,9300
1690,Tokyo,1910,12400
1691, Bhutan,20,5400
1692, Rwanda,19,24100
1693, Botswana,20,22200
1694," Bonaire, Sint Eustatius and Saba",19,9000
1695, Lesotho,19,11600
1696, Dominica,19,9300
1697, Cuba,20,24100
1698, Saint Lucia,20,39500
1699, Anguilla,19,25800
1700, Haiti,19,38600
1701,Kathmandu,1930,9300
1702, Jordan,19,34400
1703, Spain,20,11600
1704,New Delhi,1920,25800
1705, Bhutan,20,25800
1706, Armenia,20,6500
1707, Tanzania,19,11600
1708, Man (Isle of),20,12400
1709, Kuwait,20,11600
1710,Vienna,1930,6500
1711, Sint Maarten (Dutch part),20,5400
1712, Nigeria,20,6500
1713, Andorra,19,9000
1714,Saint-Pierre,1940,17200
1715, Syria,20,5400
1716,Kinshasa,1930,22200
1717, Kiribati,19,9000
1718, New Caledonia,19,12400
1719, Senegal,19,34400
1720, Tajikistan,19,11600
1721,Chisinau,1950,9300
1722, Saudi Arabia,20,9300
1723,Dakar,1920,9300
1724, Singapore,20,6500
1725, Malta,20,5400
1726, New Zealand,20,9300
1727,Cayenne,1890,9000
1728, Serbia,19,6500
1729, United States,20,9000
1730,Apia,1940,11600
1731, Ethiopia,19,45500
1732,Hagatna,1940,9300
1733, Uruguay,20,34400
1734, French Guiana,20,12400
1735, Kosovo,19,11600
1736, Kyrgyzstan,20,38600
1737, Japan,19,22200
1738, Cook Islands,20,11600
1739, Greenland,19,9300
1740, Nepal,20,17200
1741, Brunei,20,12400
1742,Bern,1940,11600
1743,Lusaka,1930,9000
1744, Guinea,19,20900
1745,Port Moresby,1920,24100
1746,Bridgetown,1940,6500
1747, Morocco,19,9300
1748, Palestinian Territory Occupied,20,5400
1749, Laos,20,20900
1750,Dodoma,1940,9300
1751, Greece,19,9000
1752, Sierra Leone,20,22200
1753,Funafuti,1920,6500
1754, Comoros,20,3100
1755, Sudan,20,20900
1756, Burkina Faso,19,17200
1757,Tegucigalpa,1920,3100
1758, Sierra Leone,20,11600
1759, Pitcairn Island,20,5400
1760,Kiev,1930,9000
1761, Switzerland,20,24100
1762, Western Africa,18,5400
1763,Honiara,1940,12400
1764,Islamabad,1900,12400
1765, France,20,12400
1766, Liechtenstein,20,9300
1767,Belgrade,1920,9300
1768, Ireland,20,11600
1769, Uganda,20,3100
1770,St. George's,1930,5400
1771,Athens,1930,25800
1772, Madagascar,19,22200
1773, Puerto Rico,20,9300
1774,Tehran,1930,9000
1775, Maldives,20,12400
1776, Guinea-Bissau,20,9300
1777, South-Eastern Asia,18,5400
1778,Belgrade,1930,5400
1779, East Timor,19,25800
1780, Saint Vincent And The Grenadines,20,20900
1781,Sanaa,1940,9300
1782,Lome,1940,11600
1783,Dhaka,1930,9300
1784,Saint-Pierre,1940,12400
1785, Qatar,20,9300
1786, Saudi Arabia,19,12400
1787,Pago Pago,1930,9000
1788, Thailand,19,12400
1789, East Timor,20,9300
1790, Wallis And Futuna Islands,19,20900
1791,Kingston,1950,22200
1792, Austria,20,20900
1793, Belgium,19,5400
1794,Dhaka,1940,9300
1795, Micronesia,19,12400
1796, Niue,20,9300
1797,Dakar,1930,9300
1798, Guernsey and Alderney,20,22200
1799, Moldova,19,9300
1800,Oslo,1930,9300
1801, Switzerland,19,6500
1802,Kinshasa,1920,9300
1803, Aland Islands,19,9300
1804, Zimbabwe,20,9300
1805, Zambia,20,9000
1806,Hong Kong,1940,3100
1807, Micronesia,20,9300
1808, Kosovo,20,11600
1809, Seychelles,19,9300
1810, Liberia,20,24100
1811, Portugal,19,3100
1812, Mauritius,20,17200
1813,Dodoma,1940,6500
1814, Oceania,21,24100
1815, Qatar,19,9300
1816, Pakistan,19,20900
1817, Swaziland,20,5400
1818, South Georgia,20,17200
1819, Ecuador,19,9000
1820,Rome,1920,9300
1821, Kosovo,20,9300
1822, Montserrat,19,22200
1823,Brazzaville,1920,9000
1824,El-Aaiun,1930,9000
1825, Laos,19,9300
