,city,decade,Income ($)
1005,Vaduz,1890,25800
1006,Bratislava,1940,17200
1007,Athens,1930,5400
1008,Philipsburg,19-20,17200
1009,Port-au-Prince,1930,9300
1010, Central Asia,20,22200
1011,Panama City,1910,9000
1012,Tashkent,1950,22200
1013,Dili,1910,9300
1014,Port Vila,1900,11600
1015,Antananarivo,1930,12400
1016,Jakarta,1820,9000
1017,Bridgetown,1950,9300
1018,Yamoussoukro,1930,20900
1019,Cockburn Town,1910,12400
1020,Fort-de-France,1920,17200
1021,Beirut,1910,42800
1022,Gustavia,1810,9000
1023,Banjul,1940,17200
1024,Athens,1940,9000
1025,Kiev,1910,9300
1026,Bogota,1930,22200
1027,Moscow,1950,9300
1028,Valletta,1880,11600
1029,San Marino,1910,11600
1030,Road Town,1980,38600
1031,Yamoussoukro,1930,25800
1032,Kiev,1930,17200
1033,Astana,1950,17200
1034,Canberra,1880,11600
1035,Abuja,1870,11600
1036,Port of Spain,1880,25800
1037,Belmopan,1950,9000
1038, South America,19-20,3100
1039,Oslo,1930,24100
1040,Lome,1930,17200
1041,Bern,1910,17200
1042,Panama City,1940,22200
1043,Port-au-Prince,1940,12400
1044,Juba,1940,9300
1045,Bogota,1890,9000
1046,Bucharest,1920,17200
1047,Zagreb,1920,11600
1048,Yaounde,1820,9300
1049,Saint-Denis,1880,34400
1050,Podgorica,1920,9300
1051,Yerevan,1920,39500
1052,Sucre,1890,22200
1053,Conakry,1920,9300
1054,Funafuti,1890,5400
1055,Lisbon,1880,6500
1056,Baku,1910,9300
1057,Antananarivo,1910,9000
1058,Andorra la Vella,1890,17200
1059,Macao,1930,9000
1060,Thimphu,1910,24100
1061,Luanda,1930,17200
1062,Riyadh,1920,24100
1063,Alofi,1900,11600
1064,Kabul,1910,24100
1065,Freetown,1950,12400
1066,Nassau,1910,11600
1067,Majuro,1930,17200
1068,London,1910,38600
1069,Georgetown,1950,9300
1070,Dhaka,1930,20900
1071,Brussels,1890,34700
1072,Caracas,1930,22200
1073,Port Moresby,1860,9000
1074,Port Vila,1950,34400
1075,Riyadh,1910,9000
1076,Abuja,1940,11600
1077,Ankara,1890,9300
1078,Khartoum,1930,9000
1079,Guatemala City,1940,12400
1080,Saipan,1940,34700
1081,N'Djamena,1970,24100
1082,Bogota,18,5400
1083,Andorra la Vella,1950,20900
1084,Warsaw,1910,20900
1085,Kingston,1900,34400
1086, Caribbean,21,11600
1087,Lisbon,1910,6500
1088, Africa,19,12400
1089,Basseterre,21,9300
1090,Canberra,1900,22200
1091,Lisbon,1940,20900
1092,Lome,1880,20900
1093,Andorra la Vella,1890,17200
1094,Kampala,1930,3100
1095,St. John's,1910,17200
1096,Chisinau,1900,24100
1097,"Douglas, Isle of Man",1910,25800
1098,Vilnius,1910,24100
1099,Rome,1910,9000
1100,Malabo,1910,5400
1101,Colombo,1930,6500
1102,Lima,1900,20900
1103,Manama,1850,11600
1104,Belgrade,1890,9300
1105,Saint-Denis,1920,22200
1106,Washington,1900,5400
1107,Palikir,1930,24100
1108,Alofi,1850,9300
1109,Fort-de-France,1930,12400
1110,Buenos Aires,1920,6500
1111,Maseru,1790,6500
1112,Saipan,1900,9300
1113,Porto-Novo,1920,24100
1114,Kinshasa,1910,3100
1115,Dili,1920,22200
1116,Prague,1940,42800
1117,Stockholm,1920,12400
1118,Bujumbura,1940,9300
1119,Paramaribo,1910,5400
1120,Guatemala City,1930,9300
1121,Nuku'alofa,2000,42800
1122,Niamey,1880,9300
1123,Suva,1930,22200
1124,San Salvador,1930,17200
1125,Torshavn,1880,34700
1126,Windhoek,1930,3100
1127,Port-aux-Francais,1930,9300
1128,Kinshasa,1900,9300
1129,Belgrade,1920,9000
1130,Nuku'alofa,1920,9000
1131,Dodoma,1930,9000
1132,Nuuk,1900,6500
1133,San Salvador,1900,5400
1134,Baku,1910,5400
1135,Vientiane,1900,49000
1136,Nicosia,1880,17200
1137,Nicosia,1920,9300
1138,St. John's,19-20,6500
1139,Pago Pago,1850,9300
1140,London,1910,22200
1141,Dushanbe,1920,9300
1142,Tashkent,1940,12400
1143,Flying Fish Cove,1870,11600
1144,Panama City,1940,25800
1145,Athens,1880,25800
1146,Tegucigalpa,18,34400
1147,Pretoria,1880,34400
1148,Monaco,1920,17200
1149,Madrid,1950,9300
1150,St. George's,1960,17200
1151,Dhaka,1920,11600
1152,Longyearbyen,1900,9000
1153,Rome,1920,20900
1154,Abuja,1920,12400
1155,Pyongyang,1930,25800
1156,Hagatna,1830,24100
1157,Yamoussoukro,1920,11600
1158,Tunis,1890,9000
1159,Ottawa,1850,42800
1160,Caracas,1920,9300
1161,St. George's,1920,9000
1162,Hanoi,1920,9300
1163, Africa,19,22200
1164,Belmopan,1900,9000
1165,Amman,1920,11600
1166,Djibouti,1850,3100
1167,Chisinau,1920,34400
1168,Taipei,1930,17200
1169,Nairobi,1790,11600
1170,Chisinau,1930,25800
1171,Washington,1930,9000
1172,Paramaribo,1930,6500
1173,Lusaka,1920,22200
1174,Yaren,1910,9000
1175,Asmara,1940,20900
1176,Ljubljana,1870,3100
1177,Tripolis,1930,24100
1178,Seoul,1920,9300
1179,Seoul,1910,3100
1180,Andorra la Vella,1910,38600
1181,Addis Ababa,1940,6500
1182,Tarawa,1920,9300
1183,Paris,1880,9300
1184,Brussels,1900,6500
1185,Andorra la Vella,1930,20900
1186,Dhaka,1940,20900
1187,"Douglas, Isle of Man",1920,11600
1188,Kabul,19,6500
1189,Berlin,19,9300
1190,Mamoudzou,1890,12400
1191,Beirut,1820,9300
1192,Hamilton,1860,22200
1193,Reykjavik,1900,9300
1194,Tallinn,1940,9000
1195,Nuuk,19-20,25800
1196,Kralendijk,1930,11600
1197,Khartoum,1940,20900
1198,Macao,1870,9000
1199,Copenhagen,1920,9000
1200,Yaounde,1900,11600
1201,Maseru,1920,9000
1202,The Valley,1930,6500
1203,Maseru,1940,11600
1204,London,1890,39500
1205,Libreville,1910,20900
1206,Oranjestad,1950,22200
1207,Mbabane,1820,24100
1208,Palikir,1930,11600
1209,Ashgabat,1900,9300
1210,Yaounde,1930,9300
1211,Zagreb,1910,24100
1212,Santo Domingo,1920,17200
1213,Manama,1920,6500
1214,Santo Domingo,1930,24100
1215,Jakarta,19,20900
1216,Praia,1900,45500
1217,Belgrade,1930,17200
1218,Honiara,1930,11600
1219,Praia,1930,3100
1220,Luxembourg,1890,9000
1221,Jamestown,1930,6500
1222,Palikir,1940,9300
1223,Pago Pago,1930,25800
1224,Philipsburg,1940,22200
1225,Monrovia,1910,24100
1226,Minsk,1920,17200
1227,Marigot,1950,9300
1228,Port Moresby,1920,6500
1229,Adamstown,1910,12400
1230,Tarawa,1930,9000
1231,El-Aaiun,1880,9300
1232,Tehran,1940,17200
1233,Caracas,1920,17200
1234,Majuro,1840,20900
1235,Canberra,1900,12400
1236,Kathmandu,1940,17200
1237,Nassau,19-20,5400
1238,Andorra la Vella,1880,11600
1239,Bratislava,1800,6500
1240,Port Louis,1880,9300
1241,Belgrade,1930,11600
1242,Kralendijk,1960,9300
1243,Palikir,1910,9300
1244,Lisbon,1860,9300
1245,Bangui,1940,9300
1246,Tashkent,1940,5400
1247,Dili,1900,17200
1248,Jerusalem,1900,9300
1249,Amman,1910,6500
1250,Sucre,1900,24100
1251,Rome,1940,6500
1252,Kathmandu,1930,11600
1253,Port Louis,1930,20900
1254,Kuwait City,1890,11600
1255,Philipsburg,1940,9300
1256,Bogota,1910,22200
1257,Yerevan,1930,43100
1258,Gaborone,1910,9300
1259,Sarajevo,1890,9000
1260,Valletta,1910,17200
1261,Marigot,1960,9300
1262,Santo Domingo,1920,3100
1263,Canberra,1910,9000
1264,Hanoi,1830,9300
1265,Malabo,1880,20900
1266,Luxembourg,1940,11600
1267,Amman,20,20900
1268,Majuro,1860,9000
1269,Warsaw,1920,43100
1270,Conakry,1920,11600
1271,Stanley,1870,20900
1272,San Salvador,1950,9300
1273,Warsaw,1930,5400
1274,Baku,1860,25800
1275,Mogadishu,1850,11600
1276,Ottawa,19-20,5400
1277,Majuro,1930,9000
1278,Dodoma,1960,3100
1279,Havana,1890,9300
1280,Kuwait City,1870,11600
1281,Tehran,1900,9000
1282,The Valley,1920,34400
1283,Phnom Penh,1950,9000
1284,Maseru,1910,11600
1285,Luanda,1940,9000
1286,Monaco,1880,9300
1287,Mariehamn,1980,9300
1288,Vilnius,1840,17200
1289,Malabo,1910,20900
1290,Vilnius,1940,11600
1291,East Jerusalem,1950,17200
1292,San Juan,1940,20900
1293,East Jerusalem,1920,3100
1294,Baku,1900,11600
1295,West Island,1900,11600
1296,Bangkok,1930,11600
1297,Tokyo,1940,17200
1298,Riyadh,1880,9300
1299,Castries,1830,17200
1300,Taipei,1890,12400
1301,Vientiane,1900,5400
1302,Malabo,1920,20900
1303,Kiev,1930,17200
1304,Saint-Pierre,1880,34400
1305,Amman,1930,11600
1306,Saint Helier,1950,9300
1307, Southern Africa,18,17200
1308,Helsinki,1910,11600
1309,Port-aux-Francais,1940,11600
1310,Ankara,1920,24100
1311,Kingston,1880,9300
1312,Yaren,1880,6500
1313,Minsk,19,12400
1314,Valletta,1920,9300
1315,Nuku'alofa,1890,20900
1316,East Jerusalem,1890,5400
1317,Santo Domingo,1860,17200
1318,Maseru,1890,17200
1319,Kuwait City,1870,3100
1320,Maputo,1930,11600
1321,Cayenne,1880,24100
1322,Bangkok,1930,17200
1323,Kuwait City,1860,17200
1324,Pyongyang,1890,12400
1325,Bandar Seri Begawan,1970,9000
1326,Nairobi,1920,12400
1327,Vaduz,1870,38600
1328,Gustavia,1890,20900
1329,Rabat,2000,5400
1330,Riga,1870,9300
1331,Basse-Terre,1920,20900
1332,Kabul,1940,17200
1333, Southern Asia,19,9300
1334,Lima,19-20,5400
1335,Port Vila,1930,20900
1336,George Town,1890,11600
1337,Adamstown,1910,9000
1338,Skopje,1890,25800
1339,Palikir,1870,22200
1340,Canberra,1950,12400
1341,Bamako,1880,9300
1342,Abuja,1940,9000
1343,Port Moresby,1880,9300
1344,Lome,1940,9000
1345,Kampala,1920,12400
1346,Pretoria,1880,9000
1347,Brazzaville,1910,9300
1348,Accra,21,20900
1349,Port-aux-Francais,1910,34400
1350,Lome,1800,24100
1351,West Island,1940,5400
1352,Hagatna,1940,24100
1353,Singapur,1960,20900
1354,Roseau,1940,5400
1355,The Valley,1940,12400
1356,Conakry,1800,17200
1357,Yamoussoukro,1930,24100
1358,Tirana,1940,11600
1359, Northern Europe,20,9000
1360,Juba,1940,9000
1361,George Town,1890,11600
1362,Buenos Aires,1880,6500
1363,Tokyo,1950,38600
1364,Kabul,1920,6500
1365,Rome,1890,25800
1366,Stanley,1900,6500
1367,Conakry,1940,9300
1368,Guatemala City,1910,9300
1369,Baghdad,1940,12400
1370,Philipsburg,1940,9000
1371,Tegucigalpa,1900,6500
1372,San Jose,1930,12400
1373,Plymouth,1950,12400
1374,Ljubljana,1910,5400
1375, Micronesia,18,17200
1376,Phnom Penh,1810,6500
1377,Rabat,1940,12400
1378,Tokyo,1890,9300
1379,Roseau,1940,5400
1380,Luanda,1930,9000
1381,Amman,1940,9300
1382,Vienna,1940,5400
1383,Taipei,1890,9000
1384,Dhaka,19,20900
1385,Nuku'alofa,1920,22200
1386,Nairobi,1900,12400
1387,Niamey,1900,17200
1388,Asuncion,1880,11600
1389,Tegucigalpa,1920,25800
1390,Athens,1920,3100
1391,Ottawa,1920,9000
1392,Kathmandu,1900,12400
1393,Tegucigalpa,1910,9000
1394,Vaduz,1900,9000
1395,Warsaw,1910,9300
1396,Philipsburg,1900,9300
1397,Hanoi,1910,11600
1398,Moscow,1890,9000
1399,Victoria,1900,17200
1400,Brasilia,1920,11600
1401,Tarawa,1900,9000
1402,Hamilton,1920,9300
1403,Palikir,1930,17200
1404,Tarawa,1930,5400
1405,Kingstown,1900,12400
1406,Saint Helier,1920,6500
1407,Basse-Terre,1920,34700
1408,Mexico City,1920,6500
1409,Asmara,1830,20900
1410,San Marino,1890,9300
1411,Harare,1850,20900
1412,George Town,1920,5400
1413,Ashgabat,1890,5400
1414,Basse-Terre,1900,20900
1415,St. John's,1910,9300
1416,Moscow,1920,9000
1417,Saipan,1910,17200
1418,Zagreb,1810,12400
1419,Prague,1940,38600
1420,Luxembourg,1920,12400
1421, Africa,19,24100
1422,Beijing,1940,9000
1423,Dodoma,1940,11600
1424,Noumea,1930,9000
1425,Bratislava,1930,9300
1426,London,1900,11600
1427,San Jose,1920,20900
1428,Jerusalem,1900,17200
1429,Port of Spain,1920,9300
1430,Moroni,1940,5400
1431,Alofi,1940,9300
1432,Alofi,19,9300
1433,Luxembourg,1890,9300
1434,Dhaka,19,20900
1435,Brasilia,1900,9300
1436,Oranjestad,1940,11600
1437,Saint-Pierre,19-20,34700
1438,Kiev,1930,12400
1439,Basseterre,1930,34400
1440,Bangui,1950,9300
1441,Torshavn,1920,6500
1442,Bangui,1910,11600
1443,Berlin,1910,25800
1444,Lusaka,1950,12400
1445,Philipsburg,1820,17200
1446,Astana,1890,3100
1447,Noumea,1840,5400
1448,Palikir,1900,9000
1449,Gibraltar,19,17200
1450, Africa,19,9000
1451,Nicosia,1940,9300
1452, Africa,19,3100
1453,Melekeok,1880,6500
1454,Abu Dhabi,1920,3100
1455,Montevideo,1950,20900
1456,Cockburn Town,1950,9000
1457,Bamako,1940,39500
1458,Ashgabat,1920,11600
1459,Helsinki,1870,9000
1460,Brasilia,1860,9300
1461,Windhoek,1930,34400
1462,Sanaa,1850,9000
1463,Abu Dhabi,1910,6500
1464,Rabat,1940,9300
1465,Valletta,1930,12400
1466,Tokyo,19,25800
1467,Abuja,1960,9000
1468,Stockholm,19,5400
1469,Valletta,1900,12400
1470,Tokyo,1890,9300
1471,Jamestown,1930,12400
1472,St. John's,19-20,42800
1473,Mata Utu,1930,17200
1474,Seoul,1920,3100
1475,Nassau,1870,11600
1476,St. John's,1920,20900
1477,Prague,1910,9300
1478,Port Louis,1940,11600
1479,Dhaka,1920,42800
1480,Lome,1900,9300
1481,Monrovia,1900,9300
1482,Ulan Bator,1910,12400
1483,Yaren,1870,12400
1484,Mexico City,1900,34400
1485,Vienna,1950,22200
1486,Islamabad,1910,17200
1487,Manila,1940,5400
1488,Pyongyang,1950,12400
1489,Dhaka,1940,9300
1490,Valletta,1900,9300
1491,Antananarivo,1910,9300
1492,Pago Pago,1880,11600
1493,Canberra,1930,17200
1494,Tehran,1890,17200
1495,Zagreb,1910,9300
1496,Porto-Novo,1930,24100
1497,Vaduz,1930,34400
1498,Brussels,1910,25800
1499,Beijing,1930,11600
1500,San Juan,1890,9300
1501,Lome,1900,17200
1502,Grytviken,1900,6500
1503,Ouagadougou,1920,9300
1504,Kabul,1900,25800
1505,Doha,1920,17200
1506,Montevideo,1940,22200
1507,Kinshasa,1940,6500
1508,Kathmandu,19,3100
1509,Fort-de-France,1870,24100
1510,Nicosia,1930,17200
1511,Victoria,1900,6500
1512,Tarawa,1890,24100
1513,Castries,1890,17200
1514,New Delhi,1940,6500
1515,Port Moresby,18,22200
1516,San Juan,1950,20900
1517,Gaborone,1900,9300
1518,Yaounde,1940,9300
1519,Dodoma,1900,5400
1520,Road Town,1900,9300
1521,San Marino,1910,6500
1522,Vatican City,1910,6500
1523,Rabat,1870,5400
1524,Brazzaville,1910,9000
1525,Zagreb,1920,9300
1526,Reykjavik,1850,6500
1527,Cairo,1940,5400
1528,Ashgabat,1850,17200
1529,El-Aaiun,1870,9000
1530,Juba,1900,17200
1531,London,1910,22200
1532,Damascus,1880,9300
1533,Pretoria,1920,9000
1534,Majuro,1930,11600
1535,London,19,9300
1536,Ouagadougou,1860,5400
1537,Tashkent,1940,9000
1538,Noumea,1920,20900
1539,Phnom Penh,19,17200
1540,Manama,1860,39500
1541,Valletta,1870,11600
1542,Yerevan,1950,22200
1543,St. George's,1950,12400
1544,Monaco,19,11600
1545,Grytviken,2000,5400
1546,El-Aaiun,1900,17200
1547,Hagatna,1930,17200
1548,Asmara,1900,9300
1549,St. George's,1910,20900
1550,Copenhagen,1890,9300
1551,Saint-Pierre,1930,12400
1552,Bandar Seri Begawan,1930,9000
1553,Hagatna,1830,9000
1554,Avarua,1920,12400
1555,Managua,1890,9300
1556,Kingstown,2000,6500
1557,Lima,1910,12400
1558,Suva,1930,38600
1559,Tegucigalpa,1860,9000
1560,Longyearbyen,1910,9300
1561,Ottawa,1940,3100
1562,Dhaka,1930,25800
1563,Yaounde,1910,22200
1564,Riga,1930,9300
1565,Budapest,1890,9000
1566,Zagreb,1940,12400
1567,Cayenne,1860,25800
1568,Reykjavik,1940,6500
1569,Funafuti,1850,17200
1570,Panama City,1930,25800
1571,Castries,1930,25800
1572,Kralendijk,1900,42800
1573,Ouagadougou,1870,12400
1574,Diego Garcia,1900,25800
1575,Kampala,1920,22200
1576,East Jerusalem,1920,6500
1577,Antananarivo,1880,12400
1578,Diego Garcia,1930,12400
1579,London,1900,9300
1580,Tegucigalpa,1930,20900
1581,Roseau,1930,6500
1582,Kralendijk,1920,9300
1583,Sucre,1930,3100
1584,Marigot,1950,9300
1585,Khartoum,1860,25800
1586,Stanley,1900,9000
1587,Moscow,1940,38600
1588,Cayenne,1990,9300
1589,Juba,1800,17200
1590,Kathmandu,1880,12400
1591,Brussels,1920,12400
1592,Helsinki,1830,9300
1593,Ljubljana,1940,9000
1594,Ottawa,1940,25800
1595,Copenhagen,1880,9000
1596,Montevideo,1920,6500
1597,Djibouti,1920,3100
1598,Harare,1960,20900
1599,Mogadishu,1890,34400
1600,Ouagadougou,2000,20900
1601,Lilongwe,1920,17200
1602,Kingston,1940,20900
1603,New Delhi,1910,9300
1604,Dushanbe,1910,24100
1605,Helsinki,1870,9000
1606,Oslo,1890,9300
1607,Amman,1950,25800
1608,Nuku'alofa,1880,11600
1609,Dili,1890,17200
1610,Apia,1930,12400
1611,Paramaribo,1930,11600
1612,Reykjavik,1910,17200
1613, Africa,19,3100
1614,Mogadishu,1940,22200
1615,Jakarta,1900,20900
1616,Accra,1890,9300
1617,Avarua,1880,9300
1618,Khartoum,1910,12400
1619,Panama City,1930,11600
1620,Grytviken,1920,5400
1621,Khartoum,1900,5400
1622,Oranjestad,1870,11600
1623,Canberra,1900,6500
1624,Nay Pyi Taw,1930,11600
1625,Pago Pago,1940,38600
1626,Flying Fish Cove,1890,24100
1627,Suva,1850,9300
1628,Amsterdam,1920,11600
1629,San Marino,1920,20900
1630,Bangui,1930,20900
1631,Tbilisi,1890,25800
1632,Colombo,1890,12400
1633,Accra,1950,9000
1634,Georgetown,1900,9300
1635,Stockholm,1920,9000
1636,Abuja,1910,11600
1637,Palikir,19,22200
1638,Rabat,2000,22200
1639,Torshavn,1970,5400
1640,Honiara,1880,12400
1641,St Peter Port,1900,9300
1642,Nairobi,1930,11600
1643,Riyadh,1920,11600
1644,Santiago,1900,9300
1645,Manama,1890,6500
1646,Lome,1920,17200
1647,Cayenne,1910,5400
1648,Valletta,1910,5400
1649,Lome,1900,11600
1650,Pristina,1930,9300
1651,Basse-Terre,1990,22200
1652,Berlin,1940,9300
1653,Kuala Lumpur,1930,22200
1654,Valletta,1980,20900
1655,Reykjavik,1930,22200
1656,Willemstad,1910,9300
1657,Brasilia,1940,9000
1658,Honiara,1950,11600
1659,Pristina,1890,22200
1660,Brasilia,1860,39500
1661,Tirana,1860,12400
1662,Jakarta,1920,20900
1663,Jakarta,1930,17200
1664,Mbabane,1910,12400
1665,Niamey,1950,9300
1666,Mamoudzou,1940,24100
1667,Kralendijk,1920,11600
1668,Castries,1910,11600
1669,Riga,1920,11600
1670,Riyadh,1930,6500
1671,Singapur,1880,20900
1672,Hamilton,1930,9300
1673,Islamabad,1940,12400
1674,Brazzaville,1910,11600
1675,Brazzaville,1920,9000
1676,Singapur,1940,11600
1677,Willemstad,1900,22200
1678,Addis Ababa,1950,24100
1679,East Jerusalem,1930,5400
1680,Maseru,1940,9300
1681,Mexico City,1920,5400
1682,Dili,1940,20900
1683,Khartoum,1920,9300
1684,Ulan Bator,19,9300
1685,Ouagadougou,1890,9000
1686,Asuncion,1990,22200
1687,Chisinau,1850,9300
1688,Kralendijk,1940,12400
1689,Lusaka,1950,9300
1690,Tokyo,1910,12400
1691,Thimphu,1930,5400
1692,Kigali,1870,24100
1693,Gaborone,1940,22200
1694,Kralendijk,1890,9000
1695,Maseru,1890,11600
1696,Roseau,1810,9300
1697,Havana,1930,24100
1698,Castries,1920,39500
1699,The Valley,1890,25800
1700,Port-au-Prince,1890,38600
1701,Kathmandu,1930,9300
1702,Amman,1880,34400
1703,Madrid,1900,11600
1704,New Delhi,1920,25800
1705,Thimphu,1950,25800
1706,Yerevan,1910,6500
1707,Dodoma,1890,11600
1708,"Douglas, Isle of Man",1940,12400
1709,Kuwait City,1910,11600
1710,Vienna,1930,6500
1711,Philipsburg,1910,5400
1712,Abuja,1910,6500
1713,Andorra la Vella,1890,9000
1714,Saint-Pierre,1940,17200
1715,Damascus,1950,5400
1716,Kinshasa,1930,22200
1717,Tarawa,19,9000
1718,Noumea,1850,12400
1719,Dakar,1850,34400
1720,Dushanbe,1890,11600
1721,Chisinau,1950,9300
1722,Riyadh,1950,9300
1723,Dakar,1920,9300
1724,Singapur,1900,6500
1725,Valletta,1910,5400
1726,Wellington,1930,9300
1727,Cayenne,1890,9000
1728,Belgrade,1880,6500
1729,Washington,1900,9000
1730,Apia,1940,11600
1731,Addis Ababa,1870,45500
1732,Hagatna,1940,9300
1733,Montevideo,1960,34400
1734,Cayenne,1940,12400
1735,Pristina,1880,11600
1736,Bishkek,1910,38600
1737,Tokyo,1880,22200
1738,Avarua,1930,11600
1739,Nuuk,1890,9300
1740,Kathmandu,1920,17200
1741,Bandar Seri Begawan,1940,12400
1742,Bern,1940,11600
1743,Lusaka,1930,9000
1744,Conakry,1890,20900
1745,Port Moresby,1920,24100
1746,Bridgetown,1940,6500
1747,Rabat,1870,9300
1748,East Jerusalem,1910,5400
1749,Vientiane,1930,20900
1750,Dodoma,1940,9300
1751,Athens,1880,9000
1752,Freetown,1930,22200
1753,Funafuti,1920,6500
1754,Moroni,1920,3100
1755,Khartoum,1910,20900
1756,Ouagadougou,1880,17200
1757,Tegucigalpa,1920,3100
1758,Freetown,1920,11600
1759,Adamstown,1900,5400
1760,Kiev,1930,9000
1761,Bern,1930,24100
1762, Western Africa,18,5400
1763,Honiara,1940,12400
1764,Islamabad,1900,12400
1765,Paris,1920,12400
1766,Vaduz,1900,9300
1767,Belgrade,1920,9300
1768,Dublin,1910,11600
1769,Kampala,1920,3100
1770,St. George's,1930,5400
1771,Athens,1930,25800
1772, Africa,19,22200
1773,San Juan,1940,9300
1774,Tehran,1930,9000
1775,Male,1920,12400
1776,Bissau,1910,9300
1777,Singapur,1790,5400
1778,Belgrade,1930,5400
1779,Dili,1870,25800
1780,Kingstown,1940,20900
1781,Sanaa,1940,9300
1782,Lome,1940,11600
1783,Dhaka,1930,9300
1784,Saint-Pierre,1940,12400
1785,Doha,1940,9300
1786,Riyadh,1880,12400
1787,Pago Pago,1930,9000
1788,Bangkok,1870,12400
1789,Dili,1920,9300
1790,Mata Utu,19,20900
1791,Kingston,1950,22200
1792,Vienna,1920,20900
1793,Brussels,1860,5400
1794,Dhaka,1940,9300
1795,Palikir,1880,12400
1796,Alofi,1920,9300
1797,Dakar,1930,9300
1798,St Peter Port,1920,22200
1799,Chisinau,1890,9300
1800,Oslo,1930,9300
1801,Bern,1890,6500
1802,Kinshasa,1920,9300
1803,Mariehamn,1890,9300
1804,Harare,1940,9300
1805,Lusaka,1910,9000
1806,Hong Kong,1940,3100
1807,Palikir,1920,9300
1808,Pristina,1910,11600
1809,Victoria,1890,9300
1810,Monrovia,1900,24100
1811,Lisbon,1880,3100
1812,Port Louis,1960,17200
1813,Dodoma,1940,6500
1814, Melanesia,21,24100
1815,Doha,1880,9300
1816,Islamabad,1890,20900
1817,Mbabane,1930,5400
1818,Grytviken,1930,17200
1819,Quito,1890,9000
1820,Rome,1920,9300
1821,Pristina,1910,9300
1822,Plymouth,1890,22200
1823,Brazzaville,1920,9000
1824,El-Aaiun,1930,9000
1825,Vientiane,1880,9300
1826,Tarawa,1850,17200
1827,Diego Garcia,1900,12400
1828,Banjul,1920,9300
1829,Bangkok,1880,9300
1830,Kabul,19,3100
1831,The Valley,1860,6500
1832,Vilnius,1930,25800
1833,Dodoma,1950,22200
1834,Nuku'alofa,1910,9300
1835,Plymouth,1930,17200
1836,Beirut,1910,24100
1837,Kinshasa,1930,6500
1838,Belgrade,1920,20900
1839,San Juan,1870,9300
1840,Bratislava,1890,9300
1841,Nassau,1930,11600
1842,Philipsburg,1920,12400
1843,Stockholm,1930,6500
1844,Dhaka,1920,22200
1845,Monrovia,1890,9300
1846,St. George's,1940,11600
1847,Vatican City,1820,20900
1848,Panama City,1950,5400
1849,Pyongyang,1950,5400
1850,Bamako,1880,9300
1851,Ulan Bator,1960,9000
1852,Kingstown,1910,9000
1853,Tripolis,1940,20900
1854,Montevideo,1930,9000
1855,Skopje,1900,24100
1856,Niamey,1920,22200
1857,Yamoussoukro,1930,20900
1858,Buenos Aires,1900,12400
1859,Abuja,1880,12400
1860,Tegucigalpa,1930,22200
1861,Banjul,1930,17200
1862,Moscow,1850,22200
1863,Berlin,1890,45500
1864,Warsaw,19,11600
1865,West Island,1860,11600
1866,Dakar,1920,9300
1867,Jerusalem,1920,11600
1868,East Jerusalem,1920,5400
1869,Bridgetown,1930,9300
1870,Moscow,1930,34700
1871,Charlotte Amalie,19-20,24100
1872,Hong Kong,1920,9000
1873,Nuuk,1950,22200
1874,Nassau,1930,11600
1875,Asmara,1900,9300
1876,Amman,19,9000
1877,Tashkent,1930,17200
1878,Sofia,20,9300
1879,Palikir,1890,9000
1880,Nassau,1880,11600
